"TIME","GEO","TRA_MEAS","UNIT","Value","Flag and Footnotes"
"2003","Auvergne","Passengers carried","Thousand passengers","944",""
"2003","Méditerranée","Passengers carried","Thousand passengers","18,940",""
"2003","Languedoc-Roussillon","Passengers carried","Thousand passengers","2,481",""
"2003","Provence-Alpes-Côte d'Azur","Passengers carried","Thousand passengers","15,004",""
"2003","Corse","Passengers carried","Thousand passengers","2,452",""
"2003","Départements d'outre-mer","Passengers carried","Thousand passengers",":",""
"2003","Mayotte","Passengers carried","Thousand passengers",":",""
"2003","Départements d'outre-mer (NUTS 2010)","Passengers carried","Thousand passengers","4,756",""
"2003","Guadeloupe (NUTS 2010)","Passengers carried","Thousand passengers","1,818",""
"2003","Martinique (NUTS 2010)","Passengers carried","Thousand passengers","1,442",""
"2003","Guyane (NUTS 2010)","Passengers carried","Thousand passengers","374",""
"2003","Réunion (NUTS 2010)","Passengers carried","Thousand passengers","1,541",""
"2003","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2003","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2003","Croatia","Passengers carried","Thousand passengers",":",""
"2003","Hrvatska","Passengers carried","Thousand passengers",":",""
"2003","Jadranska Hrvatska","Passengers carried","Thousand passengers",":",""
"2003","Kontinentalna Hrvatska","Passengers carried","Thousand passengers",":",""
"2003","Sjeverozapadna Hrvatska (former statistical region)","Passengers carried","Thousand passengers",":",""
"2003","Italy","Passengers carried","Thousand passengers","73,965",""
"2003","Nord-Ovest","Passengers carried","Thousand passengers","33,076",""
"2003","Piemonte","Passengers carried","Thousand passengers","2,804",""
"2003","Valle d'Aosta/Vallée d'Aoste","Passengers carried","Thousand passengers","7",""
"2003","Liguria","Passengers carried","Thousand passengers","1,028",""
"2003","Lombardia","Passengers carried","Thousand passengers","29,279",""
"2003","Nord-Est","Passengers carried","Thousand passengers","13,091",""
"2003","Provincia Autonoma di Bolzano/Bozen","Passengers carried","Thousand passengers","42",""
"2003","Veneto","Passengers carried","Thousand passengers","8,294",""
"2003","Friuli-Venezia Giulia","Passengers carried","Thousand passengers","604",""
"2003","Emilia-Romagna","Passengers carried","Thousand passengers","4,151",""
"2003","Centro (IT)","Passengers carried","Thousand passengers","30,094",""
"2003","Toscana","Passengers carried","Thousand passengers","2,801",""
"2003","Umbria","Passengers carried","Thousand passengers",":",""
"2003","Marche","Passengers carried","Thousand passengers","504",""
"2003","Lazio","Passengers carried","Thousand passengers","27,197",""
"2003","Sud","Passengers carried","Thousand passengers","6,751",""
"2003","Abruzzo","Passengers carried","Thousand passengers",":",""
"2003","Campania","Passengers carried","Thousand passengers","4,598",""
"2003","Puglia","Passengers carried","Thousand passengers","2,153",""
"2003","Calabria","Passengers carried","Thousand passengers",":",""
"2003","Isole","Passengers carried","Thousand passengers","12,403",""
"2003","Sicilia","Passengers carried","Thousand passengers","8,632",""
"2003","Sardegna","Passengers carried","Thousand passengers","3,787",""
"2003","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2003","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2003","Cyprus","Passengers carried","Thousand passengers","6,077",""
"2003","Kypros","Passengers carried","Thousand passengers","6,077",""
"2003","Kypros","Passengers carried","Thousand passengers","6,077",""
"2003","Latvia","Passengers carried","Thousand passengers","712",""
"2003","Latvija","Passengers carried","Thousand passengers","712",""
"2003","Latvija","Passengers carried","Thousand passengers","712",""
"2003","Lithuania","Passengers carried","Thousand passengers","722",""
"2003","Lietuva","Passengers carried","Thousand passengers","722",""
"2003","Lietuva","Passengers carried","Thousand passengers","722",""
"2003","Luxembourg","Passengers carried","Thousand passengers","1,449",""
"2003","Luxembourg","Passengers carried","Thousand passengers","1,449",""
"2003","Luxembourg","Passengers carried","Thousand passengers","1,449",""
"2003","Hungary","Passengers carried","Thousand passengers","5,010",""
"2003","Közép-Magyarország","Passengers carried","Thousand passengers","5,010",""
"2003","Közép-Magyarország","Passengers carried","Thousand passengers","5,010",""
"2003","Malta","Passengers carried","Thousand passengers","2,648",""
"2003","Malta","Passengers carried","Thousand passengers","2,648",""
"2003","Malta","Passengers carried","Thousand passengers","2,648",""
"2003","Netherlands","Passengers carried","Thousand passengers","41,168",""
"2003","Noord-Nederland","Passengers carried","Thousand passengers","142",""
"2003","Drenthe","Passengers carried","Thousand passengers","142",""
"2003","West-Nederland","Passengers carried","Thousand passengers","40,432",""
"2003","Noord-Holland","Passengers carried","Thousand passengers","39,807",""
"2003","Zuid-Holland","Passengers carried","Thousand passengers","625",""
"2003","Zuid-Nederland","Passengers carried","Thousand passengers","710",""
"2003","Noord-Brabant","Passengers carried","Thousand passengers","432",""
"2003","Limburg (NL)","Passengers carried","Thousand passengers","278",""
"2003","Austria","Passengers carried","Thousand passengers","15,799",""
"2003","Ostösterreich","Passengers carried","Thousand passengers","12,709",""
"2003","Niederösterreich","Passengers carried","Thousand passengers","12,709",""
"2003","Südösterreich","Passengers carried","Thousand passengers","1,146",""
"2003","Kärnten","Passengers carried","Thousand passengers","311",""
"2003","Steiermark","Passengers carried","Thousand passengers","835",""
"2003","Westösterreich","Passengers carried","Thousand passengers","2,486",""
"2003","Oberösterreich","Passengers carried","Thousand passengers","589",""
"2003","Salzburg","Passengers carried","Thousand passengers","1,224",""
"2003","Tirol","Passengers carried","Thousand passengers","675",""
"2003","Poland","Passengers carried","Thousand passengers",":",""
"2003","Region Centralny","Passengers carried","Thousand passengers",":",""
"2003","Lódzkie","Passengers carried","Thousand passengers",":",""
"2003","Mazowieckie","Passengers carried","Thousand passengers",":",""
"2003","Region Poludniowy","Passengers carried","Thousand passengers",":",""
"2003","Malopolskie","Passengers carried","Thousand passengers",":",""
"2003","Slaskie","Passengers carried","Thousand passengers",":",""
"2003","Region Wschodni","Passengers carried","Thousand passengers",":",""
"2003","Podkarpackie","Passengers carried","Thousand passengers",":",""
"2003","Region Pólnocno-Zachodni","Passengers carried","Thousand passengers",":",""
"2003","Wielkopolskie","Passengers carried","Thousand passengers",":",""
"2003","Zachodniopomorskie","Passengers carried","Thousand passengers",":",""
"2003","Region Poludniowo-Zachodni","Passengers carried","Thousand passengers",":",""
"2003","Dolnoslaskie","Passengers carried","Thousand passengers",":",""
"2003","Region Pólnocny","Passengers carried","Thousand passengers",":",""
"2003","Kujawsko-Pomorskie","Passengers carried","Thousand passengers",":",""
"2003","Pomorskie","Passengers carried","Thousand passengers",":",""
"2003","Portugal","Passengers carried","Thousand passengers","17,739",""
"2003","Continente","Passengers carried","Thousand passengers","16,020",""
"2003","Norte","Passengers carried","Thousand passengers","2,606",""
"2003","Algarve","Passengers carried","Thousand passengers","4,635",""
"2003","Área Metropolitana de Lisboa","Passengers carried","Thousand passengers","9,502",""
"2003","Alentejo","Passengers carried","Thousand passengers",":",""
"2003","Região Autónoma dos Açores (PT)","Passengers carried","Thousand passengers","907",""
"2003","Região Autónoma dos Açores (PT)","Passengers carried","Thousand passengers","907",""
"2003","Região Autónoma da Madeira (PT)","Passengers carried","Thousand passengers","2,285",""
"2003","Região Autónoma da Madeira (PT)","Passengers carried","Thousand passengers","2,285",""
"2003","Romania","Passengers carried","Thousand passengers","2,717",""
"2003","Macroregiunea unu","Passengers carried","Thousand passengers","136",""
"2003","Nord-Vest","Passengers carried","Thousand passengers","114",""
"2003","Centru","Passengers carried","Thousand passengers","22",""
"2003","Macroregiunea doi","Passengers carried","Thousand passengers","96",""
"2003","Nord-Est","Passengers carried","Thousand passengers","35",""
"2003","Sud-Est","Passengers carried","Thousand passengers","61",""
"2003","Macroregiunea trei","Passengers carried","Thousand passengers","2,290",""
"2003","Bucuresti - Ilfov","Passengers carried","Thousand passengers","2,290",""
"2003","Macroregiunea patru","Passengers carried","Thousand passengers","196",""
"2003","Sud-Vest Oltenia","Passengers carried","Thousand passengers","1",""
"2003","Vest","Passengers carried","Thousand passengers","195",""
"2003","Slovenia","Passengers carried","Thousand passengers",":",""
"2003","Slovenija","Passengers carried","Thousand passengers",":",""
"2003","Zahodna Slovenija (NUTS 2010)","Passengers carried","Thousand passengers",":",""
"2003","Slovakia","Passengers carried","Thousand passengers","626",""
"2003","Slovensko","Passengers carried","Thousand passengers",":",""
"2003","Bratislavskı kraj","Passengers carried","Thousand passengers",":",""
"2003","Vıchodné Slovensko","Passengers carried","Thousand passengers",":",""
"2003","Extra-Regio NUTS 1","Passengers carried","Thousand passengers","626",""
"2003","Extra-Regio NUTS 2","Passengers carried","Thousand passengers","626",""
"2003","Finland","Passengers carried","Thousand passengers","10,516",""
"2003","Manner-Suomi","Passengers carried","Thousand passengers","10,510",""
"2003","Länsi-Suomi","Passengers carried","Thousand passengers","912",""
"2003","Helsinki-Uusimaa","Passengers carried","Thousand passengers","9,707",""
"2003","Etelä-Suomi","Passengers carried","Thousand passengers","350",""
"2003","Pohjois- ja Itä-Suomi","Passengers carried","Thousand passengers","2,187",""
"2003","Åland","Passengers carried","Thousand passengers","58",""
"2003","Åland","Passengers carried","Thousand passengers","58",""
"2003","Extra-Regio NUTS 1","Passengers carried","Thousand passengers","0",""
"2003","Extra-Regio NUTS 2","Passengers carried","Thousand passengers","0",""
"2003","Sweden","Passengers carried","Thousand passengers","20,447",""
"2003","Östra Sverige","Passengers carried","Thousand passengers","16,702",""
"2003","Stockholm","Passengers carried","Thousand passengers","16,598",""
"2003","Östra Mellansverige","Passengers carried","Thousand passengers","104",""
"2003","Södra Sverige","Passengers carried","Thousand passengers","6,734",""
"2003","Småland med öarna","Passengers carried","Thousand passengers","692",""
"2003","Sydsverige","Passengers carried","Thousand passengers","2,431",""
"2003","Västsverige","Passengers carried","Thousand passengers","3,682",""
"2003","Norra Sverige","Passengers carried","Thousand passengers","2,944",""
"2003","Norra Mellansverige","Passengers carried","Thousand passengers","172",""
"2003","Mellersta Norrland","Passengers carried","Thousand passengers","856",""
"2003","Övre Norrland","Passengers carried","Thousand passengers","1,952",""
"2003","United Kingdom","Passengers carried","Thousand passengers","177,874",""
"2003","North East (UK)","Passengers carried","Thousand passengers","4,606",""
"2003","Tees Valley and Durham","Passengers carried","Thousand passengers","702",""
"2003","Northumberland and Tyne and Wear","Passengers carried","Thousand passengers","3,903",""
"2003","North West (UK)","Passengers carried","Thousand passengers","22,881",""
"2003","Cumbria","Passengers carried","Thousand passengers",":",""
"2003","Greater Manchester","Passengers carried","Thousand passengers","19,520",""
"2003","Lancashire","Passengers carried","Thousand passengers","187",""
"2003","Merseyside","Passengers carried","Thousand passengers","3,175",""
"2003","Yorkshire and The Humber","Passengers carried","Thousand passengers","2,532",""
"2003","East Yorkshire and Northern Lincolnshire","Passengers carried","Thousand passengers","517",""
"2003","South Yorkshire","Passengers carried","Thousand passengers",":",""
"2003","West Yorkshire","Passengers carried","Thousand passengers","2,015",""
"2003","East Midlands (UK)","Passengers carried","Thousand passengers","4,254",""
"2003","Leicestershire, Rutland and Northamptonshire","Passengers carried","Thousand passengers","4,254",""
"2003","Lincolnshire","Passengers carried","Thousand passengers",":",""
"2003","West Midlands (UK)","Passengers carried","Thousand passengers","8,926",""
"2003","Herefordshire, Worcestershire and Warwickshire","Passengers carried","Thousand passengers","2",""
"2003","West Midlands","Passengers carried","Thousand passengers","8,924",""
"2003","East of England","Passengers carried","Thousand passengers","25,952",""
"2003","East Anglia","Passengers carried","Thousand passengers","450",""
"2003","Bedfordshire and Hertfordshire","Passengers carried","Thousand passengers","6,786",""
"2003","Essex","Passengers carried","Thousand passengers","18,717",""
"2003","London","Passengers carried","Thousand passengers","64,680",""
"2003","Inner London (NUTS 2010)","Passengers carried","Thousand passengers","1,471",""
"2003","Outer London (NUTS 2010)","Passengers carried","Thousand passengers","63,209",""
"2003","South East (UK)","Passengers carried","Thousand passengers","31,067",""
"2003","Berkshire, Buckinghamshire and Oxfordshire","Passengers carried","Thousand passengers",":",""
"2003","Surrey, East and West Sussex","Passengers carried","Thousand passengers","29,842",""
"2003","Hampshire and Isle of Wight","Passengers carried","Thousand passengers","1,218",""
"2003","Kent","Passengers carried","Thousand passengers","7",""
"2003","South West (UK)","Passengers carried","Thousand passengers","4,733",""
"2003","Gloucestershire, Wiltshire and Bristol/Bath area","Passengers carried","Thousand passengers","3,894",""
"2003","Dorset and Somerset","Passengers carried","Thousand passengers","461",""
"2003","Cornwall and Isles of Scilly","Passengers carried","Thousand passengers",":",""
"2003","Devon","Passengers carried","Thousand passengers","378",""
"2003","Wales","Passengers carried","Thousand passengers","1,901",""
"2003","West Wales and The Valleys","Passengers carried","Thousand passengers",":",""
"2003","East Wales","Passengers carried","Thousand passengers","1,901",""
"2003","Scotland","Passengers carried","Thousand passengers","20,561",""
"2003","Eastern Scotland","Passengers carried","Thousand passengers","7,526",""
"2003","South Western Scotland","Passengers carried","Thousand passengers","9,968",""
"2003","North Eastern Scotland","Passengers carried","Thousand passengers","2,508",""
"2003","Highlands and Islands","Passengers carried","Thousand passengers","999",""
"2003","Northern Ireland (UK)","Passengers carried","Thousand passengers","6,045",""
"2003","Northern Ireland (UK)","Passengers carried","Thousand passengers","6,045",""
"2003","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2003","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2003","Iceland","Passengers carried","Thousand passengers","1,562",""
"2003","Ísland","Passengers carried","Thousand passengers","1,562",""
"2003","Ísland","Passengers carried","Thousand passengers","1,562",""
"2003","Norway","Passengers carried","Thousand passengers","18,825",""
"2003","Norge","Passengers carried","Thousand passengers","18,825",""
"2003","Oslo og Akershus","Passengers carried","Thousand passengers","12,621",""
"2003","Hedmark og Oppland","Passengers carried","Thousand passengers","5",""
"2003","Sør-Østlandet","Passengers carried","Thousand passengers","1,032",""
"2003","Agder og Rogaland","Passengers carried","Thousand passengers","3,500",""
"2003","Vestlandet","Passengers carried","Thousand passengers","4,442",""
"2003","Trøndelag","Passengers carried","Thousand passengers","2,667",""
"2003","Nord-Norge","Passengers carried","Thousand passengers","3,627",""
"2003","Extra-Regio level 1","Passengers carried","Thousand passengers","0",""
"2003","Extra-Regio level 2","Passengers carried","Thousand passengers","0",""
"2003","Switzerland","Passengers carried","Thousand passengers","24,549",""
"2003","Schweiz/Suisse/Svizzera","Passengers carried","Thousand passengers","24,549",""
"2003","Région lémanique","Passengers carried","Thousand passengers","8,027",""
"2003","Espace Mittelland","Passengers carried","Thousand passengers","144",""
"2003","Nordwestschweiz","Passengers carried","Thousand passengers",":",""
"2003","Zürich","Passengers carried","Thousand passengers","16,880",""
"2003","Ostschweiz","Passengers carried","Thousand passengers","103",""
"2003","Zentralschweiz","Passengers carried","Thousand passengers",":",""
"2003","Ticino","Passengers carried","Thousand passengers","164",""
"2003","Extra-Regio level 1","Passengers carried","Thousand passengers",":",""
"2003","Extra-Regio level 2","Passengers carried","Thousand passengers",":",""
"2004","Belgium","Passengers carried","Thousand passengers","17,469",""
"2004","Vlaams Gewest","Passengers carried","Thousand passengers","15,445",""
"2004","Prov. Antwerpen","Passengers carried","Thousand passengers",":",""
"2004","Prov. Vlaams-Brabant","Passengers carried","Thousand passengers","15,445",""
"2004","Prov. West-Vlaanderen","Passengers carried","Thousand passengers",":",""
"2004","Région wallonne","Passengers carried","Thousand passengers","2,023",""
"2004","Prov. Hainaut","Passengers carried","Thousand passengers","2,023",""
"2004","Prov. Liège","Passengers carried","Thousand passengers",":",""
"2004","Bulgaria","Passengers carried","Thousand passengers",":",""
"2004","Severna i yugoiztochna Bulgaria","Passengers carried","Thousand passengers",":",""
"2004","Severoiztochen","Passengers carried","Thousand passengers",":",""
"2004","Yugoiztochen","Passengers carried","Thousand passengers",":",""
"2004","Yugozapadna i yuzhna tsentralna Bulgaria","Passengers carried","Thousand passengers",":",""
"2004","Yugozapaden","Passengers carried","Thousand passengers",":",""
"2004","Czech Republic","Passengers carried","Thousand passengers",":",""
"2004","Ceská republika","Passengers carried","Thousand passengers",":",""
"2004","Praha","Passengers carried","Thousand passengers",":",""
"2004","Severozápad","Passengers carried","Thousand passengers",":",""
"2004","Severovıchod","Passengers carried","Thousand passengers",":",""
"2004","Jihovıchod","Passengers carried","Thousand passengers",":",""
"2004","Moravskoslezsko","Passengers carried","Thousand passengers",":",""
"2004","Denmark","Passengers carried","Thousand passengers","21,006",""
"2004","Danmark","Passengers carried","Thousand passengers","21,006",""
"2004","Hovedstaden","Passengers carried","Thousand passengers","18,890",""
"2004","Sjælland","Passengers carried","Thousand passengers","9",""
"2004","Syddanmark","Passengers carried","Thousand passengers","2,011",""
"2004","Midtjylland","Passengers carried","Thousand passengers","720",""
"2004","Nordjylland","Passengers carried","Thousand passengers","651",""
"2004","Germany (until 1990 former territory of the FRG)","Passengers carried","Thousand passengers","135,912",""
"2004","Baden-Württemberg","Passengers carried","Thousand passengers","9,853",""
"2004","Stuttgart","Passengers carried","Thousand passengers","8,649",""
"2004","Karlsruhe","Passengers carried","Thousand passengers","705",""
"2004","Freiburg","Passengers carried","Thousand passengers","0",""
"2004","Tübingen","Passengers carried","Thousand passengers","501",""
"2004","Bayern","Passengers carried","Thousand passengers","30,125",""
"2004","Oberbayern","Passengers carried","Thousand passengers","26,600",""
"2004","Niederbayern","Passengers carried","Thousand passengers","0",""
"2004","Oberfranken","Passengers carried","Thousand passengers","24",""
"2004","Mittelfranken","Passengers carried","Thousand passengers","3,549",""
"2004","Schwaben","Passengers carried","Thousand passengers","45",""
"2004","Berlin","Passengers carried","Thousand passengers","11,412",""
"2004","Berlin","Passengers carried","Thousand passengers","11,412",""
"2004","Brandenburg","Passengers carried","Thousand passengers","3,335",""
"2004","Brandenburg","Passengers carried","Thousand passengers","3,335",""
"2004","Bremen","Passengers carried","Thousand passengers","1,637",""
"2004","Bremen","Passengers carried","Thousand passengers","1,637",""
"2004","Hamburg","Passengers carried","Thousand passengers","9,764",""
"2004","Hamburg","Passengers carried","Thousand passengers","9,764",""
"2004","Hessen","Passengers carried","Thousand passengers","50,701",""
"2004","Darmstadt","Passengers carried","Thousand passengers","50,701",""
"2004","Kassel","Passengers carried","Thousand passengers","0",""
"2004","Mecklenburg-Vorpommern","Passengers carried","Thousand passengers","2",""
"2004","Mecklenburg-Vorpommern","Passengers carried","Thousand passengers","2",""
"2004","Niedersachsen","Passengers carried","Thousand passengers","5,124",""
"2004","Braunschweig","Passengers carried","Thousand passengers","2",""
"2004","Hannover","Passengers carried","Thousand passengers","5,122",""
"2004","Weser-Ems","Passengers carried","Thousand passengers","0",""
"2004","Nordrhein-Westfalen","Passengers carried","Thousand passengers","27,344",""
"2004","Düsseldorf","Passengers carried","Thousand passengers","15,342",""
"2004","Köln","Passengers carried","Thousand passengers","8,249",""
"2004","Münster","Passengers carried","Thousand passengers","1,395",""
"2004","Detmold","Passengers carried","Thousand passengers","1,257",""
"2004","Arnsberg","Passengers carried","Thousand passengers","1,103",""
"2004","Rheinland-Pfalz","Passengers carried","Thousand passengers","2,738",""
"2004","Koblenz","Passengers carried","Thousand passengers","2,738",""
"2004","Trier","Passengers carried","Thousand passengers",":",""
"2004","Rheinhessen-Pfalz","Passengers carried","Thousand passengers","0",""
"2004","Saarland","Passengers carried","Thousand passengers","407",""
"2004","Saarland","Passengers carried","Thousand passengers","407",""
"2004","Sachsen","Passengers carried","Thousand passengers","3,489",""
"2004","Dresden","Passengers carried","Thousand passengers","1,568",""
"2004","Leipzig","Passengers carried","Thousand passengers","1,921",""
"2004","Sachsen-Anhalt","Passengers carried","Thousand passengers","0",""
"2004","Sachsen-Anhalt","Passengers carried","Thousand passengers","0",""
"2004","Schleswig-Holstein","Passengers carried","Thousand passengers","641",""
"2004","Schleswig-Holstein","Passengers carried","Thousand passengers","641",""
"2004","Thüringen","Passengers carried","Thousand passengers","476",""
"2004","Thüringen","Passengers carried","Thousand passengers","476",""
"2004","Extra-Regio NUTS 1","Passengers carried","Thousand passengers","64",""
"2004","Extra-Regio NUTS 2","Passengers carried","Thousand passengers","64",""
"2004","Estonia","Passengers carried","Thousand passengers","991",""
"2004","Eesti","Passengers carried","Thousand passengers","991",""
"2004","Eesti","Passengers carried","Thousand passengers","991",""
"2004","Ireland","Passengers carried","Thousand passengers","20,851",""
"2004","Éire/Ireland","Passengers carried","Thousand passengers","20,851",""
"2004","Border, Midland and Western","Passengers carried","Thousand passengers",":",""
"2004","Southern and Eastern","Passengers carried","Thousand passengers","20,851",""
"2004","Greece","Passengers carried","Thousand passengers","29,544",""
"2004","Voreia Ellada (NUTS 2010)","Passengers carried","Thousand passengers","4,513",""
"2004","Anatoliki Makedonia, Thraki (NUTS 2010)","Passengers carried","Thousand passengers","604",""
"2004","Kentriki Makedonia (NUTS 2010)","Passengers carried","Thousand passengers","3,621",""
"2004","Dytiki Makedonia (NUTS 2010)","Passengers carried","Thousand passengers","7",""
"2004","Thessalia (NUTS 2010)","Passengers carried","Thousand passengers","282",""
"2004","Kentriki Ellada (NUTS 2010)","Passengers carried","Thousand passengers","3,905",""
"2004","Ipeiros (NUTS 2010)","Passengers carried","Thousand passengers","146",""
"2004","Ionia Nisia (NUTS 2010)","Passengers carried","Thousand passengers","3,286",""
"2004","Dytiki Ellada (NUTS 2010)","Passengers carried","Thousand passengers","371",""
"2004","Sterea Ellada (NUTS 2010)","Passengers carried","Thousand passengers","6",""
"2004","Peloponnisos (NUTS 2010)","Passengers carried","Thousand passengers","98",""
"2004","Attiki","Passengers carried","Thousand passengers","13,652",""
"2004","Attiki","Passengers carried","Thousand passengers","13,652",""
"2004","Nisia Aigaiou, Kriti","Passengers carried","Thousand passengers","12,936",""
"2004","Voreio Aigaio","Passengers carried","Thousand passengers","1,213",""
"2004","Notio Aigaio","Passengers carried","Thousand passengers","5,591",""
"2004","Kriti","Passengers carried","Thousand passengers","6,167",""
"2004","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2004","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2004","Spain","Passengers carried","Thousand passengers","129,795",""
"2004","Noroeste (ES)","Passengers carried","Thousand passengers","4,300",""
"2004","Galicia","Passengers carried","Thousand passengers","3,023",""
"2004","Principado de Asturias","Passengers carried","Thousand passengers","936",""
"2004","Cantabria","Passengers carried","Thousand passengers","341",""
"2004","Noreste (ES)","Passengers carried","Thousand passengers","4,289",""
"2004","País Vasco","Passengers carried","Thousand passengers","3,766",""
"2004","Comunidad Foral de Navarra","Passengers carried","Thousand passengers","313",""
"2004","La Rioja","Passengers carried","Thousand passengers",":",""
"2004","Aragón","Passengers carried","Thousand passengers","210",""
"2004","Comunidad de Madrid","Passengers carried","Thousand passengers","38,155",""
"2004","Comunidad de Madrid","Passengers carried","Thousand passengers","38,155",""
"2004","Centro (ES)","Passengers carried","Thousand passengers","416",""
"2004","Castilla y León","Passengers carried","Thousand passengers","416",""
"2004","Castilla-la Mancha","Passengers carried","Thousand passengers",":",""
"2004","Extremadura","Passengers carried","Thousand passengers",":",""
"2004","Este (ES)","Passengers carried","Thousand passengers","62,395",""
"2004","Cataluña","Passengers carried","Thousand passengers","28,423",""
"2004","Comunidad Valenciana","Passengers carried","Thousand passengers","11,627",""
"2004","Illes Balears","Passengers carried","Thousand passengers","26,522",""
"2004","Sur (ES)","Passengers carried","Thousand passengers","17,889",""
"2004","Andalucía","Passengers carried","Thousand passengers","17,000",""
"2004","Región de Murcia","Passengers carried","Thousand passengers","839",""
"2004","Ciudad Autónoma de Ceuta (ES)","Passengers carried","Thousand passengers",":",""
"2004","Ciudad Autónoma de Melilla (ES)","Passengers carried","Thousand passengers","234",""
"2004","Canarias (ES)","Passengers carried","Thousand passengers","28,362",""
"2004","Canarias (ES)","Passengers carried","Thousand passengers","28,362",""
"2004","France","Passengers carried","Thousand passengers","103,714",""
"2004","Île de France","Passengers carried","Thousand passengers","75,001",""
"2004","Île de France","Passengers carried","Thousand passengers","75,001",""
"2004","Bassin Parisien","Passengers carried","Thousand passengers","1,727",""
"2004","Champagne-Ardenne","Passengers carried","Thousand passengers",":",""
"2004","Picardie","Passengers carried","Thousand passengers","1,428",""
"2004","Haute-Normandie","Passengers carried","Thousand passengers","66",""
"2004","Centre (FR)","Passengers carried","Thousand passengers","82",""
"2004","Basse-Normandie","Passengers carried","Thousand passengers","142",""
"2004","Bourgogne","Passengers carried","Thousand passengers","10",""
"2004","Nord - Pas-de-Calais","Passengers carried","Thousand passengers","836",""
"2004","Nord - Pas-de-Calais","Passengers carried","Thousand passengers","836",""
"2004","Est (FR)","Passengers carried","Thousand passengers","4,738",""
"2004","Lorraine","Passengers carried","Thousand passengers","303",""
"2004","Alsace","Passengers carried","Thousand passengers","4,435",""
"2004","Franche-Comté","Passengers carried","Thousand passengers",":",""
"2004","Ouest (FR)","Passengers carried","Thousand passengers","3,626",""
"2004","Pays de la Loire","Passengers carried","Thousand passengers","1,864",""
"2004","Bretagne","Passengers carried","Thousand passengers","1,582",""
"2004","Poitou-Charentes","Passengers carried","Thousand passengers","203",""
"2004","Sud-Ouest (FR)","Passengers carried","Thousand passengers","11,009",""
"2004","Aquitaine","Passengers carried","Thousand passengers","4,627",""
"2004","Midi-Pyrénées","Passengers carried","Thousand passengers","6,134",""
"2004","Limousin","Passengers carried","Thousand passengers","249",""
"2004","Centre-Est (FR)","Passengers carried","Thousand passengers","7,281",""
"2004","Rhône-Alpes","Passengers carried","Thousand passengers","6,661",""
"2004","Auvergne","Passengers carried","Thousand passengers","636",""
"2004","Méditerranée","Passengers carried","Thousand passengers","19,157",""
"2004","Languedoc-Roussillon","Passengers carried","Thousand passengers","2,236",""
"2004","Provence-Alpes-Côte d'Azur","Passengers carried","Thousand passengers","15,544",""
"2004","Corse","Passengers carried","Thousand passengers","2,279",""
"2004","Départements d'outre-mer","Passengers carried","Thousand passengers",":",""
"2004","Mayotte","Passengers carried","Thousand passengers",":",""
"2004","Départements d'outre-mer (NUTS 2010)","Passengers carried","Thousand passengers","4,994",""
"2004","Guadeloupe (NUTS 2010)","Passengers carried","Thousand passengers","1,895",""
"2004","Martinique (NUTS 2010)","Passengers carried","Thousand passengers","1,504",""
"2004","Guyane (NUTS 2010)","Passengers carried","Thousand passengers","391",""
"2004","Réunion (NUTS 2010)","Passengers carried","Thousand passengers","1,666",""
"2004","Extra-Regio NUTS 1","Passengers carried","Thousand passengers",":",""
"2004","Extra-Regio NUTS 2","Passengers carried","Thousand passengers",":",""
"2004","Croatia","Passengers carried","Thousand passengers",":",""
"2004","Hrvatska","Passengers carried","Thousand passengers",":",""
"2004","Jadranska Hrvatska","Passengers carried","Thousand passengers",":",""
"2004","Kontinentalna Hrvatska","Passengers carried","Thousand passengers",":",""
"2004","Sjeverozapadna Hrvatska (former statistical region)","Passengers carried","Thousand passengers",":",""
"2004","Italy","Passengers carried","Thousand passengers","82,081",""
"2004","Nord-Ovest","Passengers carried","Thousand passengers","35,120",""
"2004","Piemonte","Passengers carried","Thousand passengers","3,113",""
"2004","Valle d'Aosta/Vallée d'Aoste","Passengers carried","Thousand passengers","6",""
"2004","Liguria","Passengers carried","Thousand passengers","1,059",""
"2004","Lombardia","Passengers carried","Thousand passengers","30,987",""
"2004","Nord-Est","Passengers carried","Thousand passengers","14,061",""
"2004","Provincia Autonoma di Bolzano/Bozen","Passengers carried","Thousand passengers","50",""
"2004","Veneto","Passengers carried","Thousand passengers","9,292",""
"2004","Friuli-Venezia Giulia","Passengers carried","Thousand passengers","639",""
"2004","Emilia-Romagna","Passengers carried","Thousand passengers","4,081",""
"2004","Centro (IT)","Passengers carried","Thousand passengers","33,296",""
"2004","Toscana","Passengers carried","Thousand passengers","3,490",""
"2004","Umbria","Passengers carried","Thousand passengers",":",""
"2004","Marche","Passengers carried","Thousand passengers","496",""
"2004","Lazio","Passengers carried","Thousand passengers","29,678",""
"2004","Sud","Passengers carried","Thousand passengers","7,682",""
